A,0,0,1
A,1,0,6
A,2,0,-1
A,3,0,-9
A,4,0,3
A,5,0,6
A,6,0,2
A,7,0,-4
A,8,0,-1
A,9,0,6
A,10,0,-5
A,11,0,-1
A,12,0,7
A,14,0,-7
A,15,0,9
A,16,0,5
A,17,0,-10
A,18,0,1
A,19,0,-3
A,20,0,6
A,21,0,-6
A,22,0,-10
A,23,0,3
A,24,0,-5
A,25,0,5
A,26,0,-4
A,27,0,-9
A,28,0,10
A,29,0,4
A,30,0,3
A,31,0,8
A,32,0,5
A,33,0,-5
A,34,0,7
A,35,0,3
A,36,0,-5
A,37,0,-3
A,39,0,-4
A,40,0,1
A,41,0,-4
A,42,0,6
A,43,0,10
A,44,0,-6
A,46,0,-10
A,47,0,-5
A,48,0,-7
A,49,0,-5
A,50,0,7
A,51,0,-2
A,53,0,6
A,54,0,2
A,55,0,-7
A,56,0,4
A,57,0,-5
A,58,0,3
A,59,0,3
A,60,0,10
A,61,0,-3
A,62,0,6
A,63,0,10
A,64,0,-1
A,65,0,-3
A,66,0,-1
A,67,0,2
A,68,0,2
A,69,0,-9
A,70,0,-5
A,71,0,-8
A,72,0,-2
A,73,0,-5
A,74,0,8
A,75,0,-7
A,76,0,-6
A,77,0,-6
A,78,0,-10
A,79,0,4
A,80,0,-6
A,81,0,-2
A,82,0,-8
A,83,0,10
A,84,0,5
A,85,0,-2
A,86,0,-5
A,87,0,9
A,88,0,-7
A,90,0,-2
A,91,0,-2
A,92,0,2
A,93,0,-9
A,94,0,6
A,95,0,-6
A,96,0,-2
A,97,0,-3
A,98,0,-2
A,99,0,-9
A,100,0,-2
A,101,0,9
A,102,0,10
A,103,0,-5
A,104,0,-6
A,105,0,-8
A,106,0,9
A,107,0,-3
A,108,0,2
A,109,0,-3
A,110,0,3
A,111,0,-1
A,112,0,-3
A,113,0,-3
A,114,0,-8
A,115,0,9
A,116,0,4
A,117,0,-5
A,118,0,-6
A,119,0,-9
A,120,0,-8
A,121,0,4
A,122,0,-1
A,123,0,4
A,124,0,9
A,125,0,-4
A,126,0,1
A,127,0,-8
A,128,0,-10
A,129,0,-10
A,130,0,-4
A,131,0,9
A,132,0,-1
A,133,0,-7
A,134,0,-10
A,135,0,9
A,136,0,2
A,137,0,5
A,138,0,1
A,139,0,-4
A,140,0,-4
A,141,0,-9
A,142,0,3
A,143,0,1
A,144,0,9
A,145,0,7
A,146,0,5
A,147,0,1
A,148,0,-9
A,149,0,-7
A,150,0,6
A,151,0,-2
A,152,0,1
A,153,0,-4
A,154,0,10
A,155,0,-10
A,156,0,7
A,157,0,4
A,158,0,-3
A,159,0,-2
A,160,0,2
A,161,0,-8
A,162,0,10
A,163,0,10
A,164,0,10
A,165,0,5
A,166,0,10
A,167,0,-3
A,168,0,-4
A,169,0,2
A,171,0,9
A,172,0,2
A,173,0,8
A,174,0,2
A,175,0,-7
A,176,0,9
A,177,0,-1
A,178,0,4
A,179,0,-7
A,180,0,-9
A,181,0,-9
A,182,0,-5
A,183,0,3
A,184,0,-6
A,185,0,-2
A,186,0,5
A,187,0,-6
A,188,0,8
A,190,0,3
A,191,0,-7
A,192,0,-10
A,193,0,-4
A,195,0,-5
A,196,0,-3
A,198,0,-4
A,199,0,-6
A,200,0,6
A,201,0,8
A,202,0,8
A,203,0,4
A,204,0,-9
A,205,0,2
A,206,0,2
A,207,0,-3
A,208,0,7
A,209,0,3
A,210,0,-3
A,211,0,-6
A,212,0,1
A,213,0,2
A,214,0,7
A,215,0,-2
A,216,0,9
A,217,0,-8
A,218,0,-10
A,219,0,9
A,220,0,-9
A,221,0,-9
A,223,0,10
A,224,0,7
A,225,0,1
A,226,0,5
A,227,0,-3
A,228,0,-2
A,229,0,-4
A,230,0,-6
A,231,0,-5
A,233,0,-4
A,234,0,-2
A,235,0,8
A,236,0,-5
A,237,0,10
A,238,0,-8
A,239,0,1
A,240,0,-5
A,241,0,-10
A,242,0,-8
A,243,0,-4
A,244,0,-4
A,245,0,-9
A,246,0,-2
A,248,0,3
A,249,0,-3
A,250,0,5
A,251,0,-7
A,252,0,2
A,253,0,-2
A,254,0,2
A,255,0,4
A,256,0,3
A,257,0,9
A,258,0,-2
A,259,0,-3
A,260,0,7
A,261,0,4
A,262,0,1
A,263,0,9
A,264,0,-4
A,265,0,-9
A,266,0,10
A,267,0,-9
A,268,0,-5
A,269,0,2
A,270,0,8
A,271,0,5
A,272,0,2
A,273,0,-3
A,274,0,-6
A,275,0,-5
A,276,0,5
A,277,0,-4
A,278,0,9
A,281,0,-2
A,282,0,3
A,283,0,4
A,284,0,-6
A,285,0,8
A,286,0,-5
A,287,0,8
A,288,0,-9
A,289,0,5
A,290,0,-2
A,291,0,2
A,292,0,-8
A,293,0,-9
A,294,0,-3
A,295,0,-3
A,296,0,-4
A,297,0,2
A,298,0,3
A,299,0,3
A,300,0,-5
A,301,0,6
A,302,0,-7
A,303,0,-3
A,304,0,-9
A,305,0,-7
A,306,0,-9
A,307,0,10
A,308,0,-1
A,309,0,7
A,310,0,1
A,311,0,-3
A,312,0,9
A,313,0,5
A,314,0,9
A,315,0,3
A,316,0,3
A,317,0,7
A,318,0,-6
A,319,0,-2
A,320,0,9
A,321,0,2
A,322,0,6
A,323,0,2
A,324,0,10
A,325,0,6
A,326,0,-9
A,327,0,5
A,328,0,-6
A,329,0,6
A,330,0,5
A,331,0,4
A,332,0,-3
A,333,0,8
A,334,0,2
A,335,0,-8
A,336,0,-3
A,337,0,-10
A,338,0,9
A,339,0,-5
A,340,0,-9
A,341,0,2
A,342,0,-10
A,343,0,8
A,345,0,7
A,346,0,3
A,347,0,5
A,348,0,2
A,349,0,3
A,350,0,4
A,351,0,-3
A,352,0,-2
A,353,0,1
A,354,0,-10
A,355,0,6
A,356,0,-2
A,357,0,4
A,358,0,-10
A,359,0,-7
A,360,0,8
A,361,0,-7
A,362,0,9
A,363,0,-7
A,364,0,5
A,365,0,-1
A,366,0,-7
A,367,0,4
A,368,0,3
A,369,0,4
A,370,0,10
A,371,0,7
A,372,0,-8
A,373,0,-2
A,374,0,1
A,375,0,3
A,376,0,-2
A,377,0,-3
A,378,0,-5
A,379,0,2
A,381,0,-8
A,382,0,5
A,383,0,-2
A,384,0,7
A,385,0,-10
A,386,0,9
A,387,0,9
A,388,0,9
A,389,0,6
A,390,0,-6
A,391,0,8
A,392,0,-7
A,393,0,-7
A,394,0,-5
A,395,0,1
A,397,0,-6
A,398,0,10
A,399,0,-10
A,400,0,1
B,0,0,2
B,0,1,-2
B,0,2,-8
B,0,3,5
B,0,4,-4
B,0,5,-7
B,0,6,2
B,0,7,-7
B,0,8,-5
B,0,9,-7
B,0,10,4
B,0,11,9
B,0,12,-5
B,0,13,-4
B,0,14,-9
B,0,15,-3
B,0,16,3
B,0,17,7
B,0,18,-8
B,0,20,5
B,0,21,9
B,0,22,-10
B,0,23,-2
B,0,24,-5
B,0,25,10
B,0,26,3
B,0,27,-5
B,0,28,-4
B,0,29,2
B,0,30,-1
B,0,31,-6
B,0,32,-1
B,0,33,6
B,0,34,5
B,0,35,2
B,0,36,7
B,0,37,-4
B,0,38,-5
B,0,39,5
B,0,40,-6
B,0,41,-4
B,0,43,-6
B,0,44,3
B,0,45,3
B,0,46,-9
B,0,47,-8
B,0,48,5
B,0,49,4
B,0,50,7
B,0,51,-2
B,0,52,2
B,0,53,5
B,0,54,10
B,0,55,1
B,0,56,-6
B,0,57,5
B,0,58,-4
B,0,59,3
B,0,60,-8
B,0,61,-6
B,0,62,2
B,0,63,-8
B,0,64,-2
B,0,65,5
B,0,66,-2
B,0,67,1
B,0,68,5
B,0,69,-1
B,0,70,-5
B,0,71,-9
B,0,72,-9
B,0,73,-10
B,0,74,-4
B,0,75,4
B,0,76,6
B,0,77,-8
B,0,78,8
B,0,79,-8
B,0,80,-6
B,0,81,-2
B,0,82,-10
B,0,84,5
B,0,85,-5
B,0,86,-1
B,0,87,9
B,0,88,1
B,0,89,3
