A,0,0,10
A,0,1,-3
A,0,2,1
A,0,3,-6
A,0,4,-5
A,0,5,7
A,0,6,-7
A,0,7,-3
A,0,8,1
A,0,10,-2
A,0,11,9
A,0,12,1
A,0,14,-8
A,0,15,-1
A,0,16,-2
A,0,17,7
A,0,18,-2
A,0,19,9
A,0,20,10
A,0,22,3
A,0,23,-4
A,0,24,-8
A,0,26,6
A,0,27,4
A,0,28,-4
A,0,29,-8
A,0,30,6
A,0,31,-10
A,0,32,-3
A,0,33,-2
A,0,34,-5
A,0,35,7
A,0,36,-10
A,0,37,-7
A,0,38,6
A,0,39,-3
A,0,40,9
A,0,41,-7
A,0,42,9
A,0,43,-5
A,0,44,-7
A,0,45,6
A,0,46,-4
A,0,47,4
A,0,48,-7
A,0,49,5
A,0,50,4
A,0,51,-9
A,0,52,2
A,0,53,10
A,0,54,7
A,0,55,-1
A,0,56,-8
A,0,57,5
A,0,58,-6
A,0,59,-3
A,0,60,-10
A,0,61,5
A,0,62,-9
A,0,63,-8
A,0,64,-1
A,0,65,10
A,0,66,-9
A,0,67,-10
A,0,68,4
A,0,70,-2
A,0,71,-7
A,0,72,9
A,0,73,-6
A,0,74,5
A,0,75,-4
A,0,76,-7
A,0,77,4
A,0,78,-5
A,0,79,2
A,0,80,8
A,0,81,-4
A,0,82,8
A,0,83,4
A,0,84,-8
A,0,85,10
A,0,86,-6
A,0,87,8
A,0,88,-9
A,0,89,9
A,0,90,5
A,0,91,-6
A,0,92,5
A,0,93,7
A,0,94,9
A,0,95,3
A,0,96,9
A,0,97,5
A,0,98,1
A,0,99,-2
A,0,100,-4
A,0,101,7
A,0,102,-9
A,0,103,1
A,0,104,4
A,0,105,1
A,0,106,7
A,0,107,-9
A,0,108,-2
A,0,109,7
A,0,110,-4
A,0,111,10
A,0,112,-10
A,0,113,-8
A,0,114,9
A,0,115,9
A,0,116,-7
A,0,117,-8
A,0,119,10
A,0,120,-2
A,0,121,5
A,0,122,-10
A,0,123,-2
A,0,124,9
A,0,125,-2
A,0,127,-4
A,0,128,9
A,0,129,-9
A,0,130,-5
A,0,131,10
A,0,132,3
A,0,133,3
A,0,134,-2
A,0,135,-4
A,0,137,5
A,0,138,3
A,0,139,10
A,0,140,1
A,0,141,-9
A,0,142,2
A,0,143,5
A,0,144,-2
A,0,145,-7
A,0,146,-5
A,0,147,-6
A,0,148,8
A,0,149,3
A,0,150,-9
A,1,0,-10
A,1,1,8
A,1,2,3
A,1,3,-2
A,1,4,-10
A,1,5,3
A,1,6,-2
A,1,7,-10
A,1,8,8
A,1,9,9
A,1,10,-1
A,1,11,-4
A,1,12,-1
A,1,13,-10
A,1,14,10
A,1,15,10
A,1,16,6
A,1,17,5
A,1,18,7
A,1,19,-2
A,1,20,-8
A,1,22,4
A,1,23,9
A,1,24,9
A,1,26,-6
A,1,27,6
A,1,29,2
A,1,30,8
A,1,31,-1
A,1,32,-3
A,1,33,10
A,1,34,-9
A,1,35,-10
A,1,36,5
A,1,37,-9
A,1,38,4
A,1,39,-3
A,1,40,-10
A,1,41,6
A,1,42,3
A,1,43,8
A,1,44,7
A,1,45,-1
A,1,46,-3
A,1,47,3
A,1,48,2
A,1,49,-10
A,1,50,1
A,1,51,-2
A,1,52,1
A,1,53,-6
A,1,54,1
A,1,55,7
A,1,56,-2
A,1,57,-3
A,1,58,-6
A,1,59,3
A,1,60,-9
A,1,61,-3
A,1,62,-2
A,1,63,-8
A,1,64,5
A,1,65,5
A,1,66,4
A,1,67,4
A,1,68,3
A,1,69,-1
A,1,70,-3
A,1,71,-2
A,1,72,4
A,1,73,-8
A,1,74,4
A,1,75,3
A,1,76,-7
A,1,77,7
A,1,78,-1
A,1,79,7
A,1,80,4
A,1,82,4
A,1,83,-8
A,1,84,9
A,1,85,10
A,1,86,-7
A,1,87,-6
A,1,88,4
A,1,89,4
A,1,90,1
A,1,92,-5
A,1,93,-1
A,1,95,-1
A,1,96,8
A,1,97,4
A,1,98,7
A,1,99,-4
A,1,100,1
A,1,103,6
