A,0,0,-2
A,0,1,1
A,0,2,10
A,0,3,-6
A,0,4,-4
A,0,5,7
A,0,6,8
A,0,7,3
A,0,8,-3
A,0,9,5
A,0,10,6
A,0,11,9
A,0,12,-4
A,0,13,1
A,0,14,8
A,0,15,-3
A,0,16,7
A,0,17,-5
A,0,18,7
A,0,19,-10
A,0,20,-3
A,0,21,-7
A,0,22,10
A,0,23,-5
A,0,25,-2
A,0,26,-1
A,0,27,3
A,0,28,-3
A,0,29,7
A,0,30,-10
A,0,31,-5
A,0,32,-4
A,0,33,6
A,0,34,6
A,0,35,5
A,0,36,-8
A,0,37,10
A,0,38,-8
A,0,39,3
A,0,40,4
A,0,41,-4
A,0,42,-8
A,0,43,7
A,0,44,-6
A,0,45,5
A,0,46,3
A,0,47,7
A,0,48,1
A,0,49,3
A,0,50,-3
A,0,51,-1
A,0,52,-2
A,0,54,10
A,0,56,-1
A,0,57,-2
A,0,58,-9
A,0,59,-7
A,0,60,-3
A,0,61,-8
A,0,62,9
A,0,63,9
A,0,64,5
A,0,66,9
A,0,67,-8
A,0,68,1
A,0,70,4
A,0,71,-5
A,0,72,-8
A,0,73,-1
A,0,74,-10
A,0,75,-6
A,0,76,6
A,0,77,-9
A,0,78,4
A,0,79,-3
A,0,80,-1
A,0,81,-3
A,0,82,2
A,0,83,7
A,0,84,8
A,0,85,5
A,0,86,-10
A,0,87,-7
A,0,88,1
A,0,89,8
A,0,90,10
A,0,91,-7
A,0,92,-3
A,0,93,-3
A,0,94,5
A,0,95,7
A,0,96,3
A,0,97,-7
A,0,98,3
A,0,99,-10
A,0,100,-9
A,0,101,9
A,0,102,9
A,0,103,-2
A,0,104,-4
A,0,105,4
A,0,106,8
A,0,107,5
A,0,108,-9
A,0,109,1
A,0,110,-7
A,0,111,-6
A,0,112,-4
A,0,113,10
A,0,114,8
A,0,115,-4
A,0,116,4
A,0,117,8
A,0,118,2
A,0,119,-8
A,0,120,-3
A,0,121,10
A,0,122,-9
A,0,123,-5
A,0,124,8
A,0,125,-5
